"last_name, first_name","player_id","year","player_age","pa","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_gnd_into_dp","xba","woba","xwoba","avg_swing_speed","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","hp_to_1b","sprint_speed"
"Bellinger, Cody",641355,2024,28,569,15.6,7.9,".266",".325","0.751","10",".242",".322",".301","69","87.8",32.9,6.3,3.9,2.3,32.9,"97.314029213","92.768351065",22.2,49.8,"4.11","28.4"
"Yelich, Christian",592885,2024,32,315,18.4,12.7,".315",".406","0.910","3",".294",".391",".373","73.2","91.1",32.2,7.9,8.9,5.1,46.7,"103.017733429","96.008981238",23.1,45.7,"4.31","28.5"
"Kennedy, Buddy",671083,2024,25,26,26.9,15.4,".190",".308","0.689","0",".298",".301",".398","69.6","88.8",60,13.3,6.7,6.7,53.3,"98.66279125","93.740957333",19.2,39.4,,"28.9"
"Goodrum, Niko",592348,2024,32,33,30.3,9.1,".103",".188","0.291","0",".168",".147",".229","72.6","86.3",15,5,5,5,25,"95.84849","91.93868",32.8,41.4,,"26.9"
"Marchán, Rafael",665561,2024,25,56,14.3,5.4,".294",".345","0.894","1",".336",".382",".393","65.6","86.2",47.7,9.1,0,4.5,31.8,"95.687208182","92.004376744",15.6,46.2,,"26.1"
"Hiura, Keston",669374,2024,27,27,37,0,".148",".148","0.296","0",".196",".131",".192","72.7","82.2",35.3,0,5.9,11.8,23.5,"95.10337","92.050639412",39.2,54.8,,"26.7"
"Crawford, J.P.",641487,2024,29,451,22.6,11.5,".202",".304","0.625","4",".227",".283",".309","71.9","87.5",30.2,6.5,6.5,5.5,37.8,"98.950282708","93.58355108",20.2,41.1,"4.55","26.8"
"Sosa, Lenyn",672820,2024,24,369,20.9,3.3,".254",".283","0.642","5",".278",".280",".316","71.7","89",42.2,6.1,9,2.9,41.2,"99.355197445","93.909530839",19.8,52.7,"4.65","27.3"
"Cabrera, Oswaldo",665828,2024,25,326,19.3,6.4,".247",".296","0.661","6",".248",".290",".285","68.3","88.2",34,3.7,5.8,1.7,34.9,"97.641570336","92.88412097",18.8,47.8,"4.5","27.4"
"Donovan, Brendan",680977,2024,27,652,12.4,7.2,".278",".342","0.759","4",".277",".332",".335","69.6","88.7",36.6,5.5,6.5,3.1,37.6,"98.552237391","93.418618597",15.1,44.2,"4.36","27.0"
"Pauley, Graham",688363,2024,23,32,46.9,0,".125",".125","0.438","1",".172",".183",".211","67.8","85.8",47.1,5.9,11.8,5.9,52.9,"98.919044444","93.780670588",27.8,51.4,,"26.4"
"Vilade, Ryan",668723,2024,25,49,24.5,4.1,".178",".208","0.452","2",".226",".200",".246","74.3","86.2",25.7,5.7,0,11.4,37.1,"98.862848235","93.483419118",24,55.3,"4.4","28.5"
"Marte, Ketel",606466,2024,30,583,18.2,11.1,".292",".372","0.932","9",".294",".391",".392","73.7","94",33.7,12.3,7.4,2,53.8,"103.991137178","96.920444406",21.3,48.2,"4.4","27.1"
"Sosa, Edmundo",624641,2024,28,274,24.1,4.7,".257",".313","0.735","5",".243",".318",".305","73","89.2",28.5,8.6,4.3,4.8,41.4,"100.484249348","94.380628306",31.4,56.8,"4.32","29.2"
"Gomes, Yan",543228,2024,36,96,37.5,2.1,".154",".179","0.421","2",".212",".184",".259","68.7","87.1",42.1,10.5,7,7,42.1,"99.539393214","93.980665",34.1,58.7,"4.66","26.3"
"Brooks, Trenton",670092,2024,28,29,20.7,13.8,".120",".241","0.361","1",".172",".186",".259","64.8","87.2",31.6,5.3,0,5.3,26.3,"97.285603333","92.717795",27.7,42.7,,"24.8"
"Beck, Jordan",687597,2024,23,184,35.3,6.5,".188",".245","0.521","3",".209",".231",".263","71.4","86.1",32.1,6.6,5.7,4.7,32.1,"98.643486981","93.335075283",34.8,53.6,"4.35","28.6"
"Giménez, Andrés",665926,2024,25,633,15.3,4.1,".252",".298","0.638","11",".262",".281",".296","68.2","86.3",32.7,2.8,4.4,6.1,28.5,"96.492499139","92.262342361",22.8,56.4,"4.27","28.9"
"Burleson, Alec",676475,2024,25,595,12.8,5.9,".269",".314","0.734","8",".273",".319",".329","71.2","89.7",34.3,6.5,7.1,3.1,41.7,"99.381927173","94.012155751",19.2,55.7,"4.6","25.5"
"Bailey, Patrick",672275,2024,25,448,22.3,8.7,".234",".298","0.637","10",".258",".281",".319","71.3","91.3",37.9,5.5,7.1,2.6,43,"100.739347483","94.770639073",23.4,48.1,"4.71","25.2"
"Duvall, Adam",594807,2024,35,330,30,6.4,".182",".245","0.568","6",".197",".252",".283","72.4","86.9",27.8,10.7,4.9,6.8,36.6,"99.791319515","93.950920683",27.7,49,"4.42","28.1"
"Chaparro, Andrés",665953,2024,25,132,18.2,5.3,".215",".280","0.693","3",".226",".301",".301","72.4","87.8",27.8,6.2,8.2,4.1,33,"98.318885102","93.216540722",24.8,53.7,"4.7","25.8"
"McCann, James",543510,2024,34,233,24,5.6,".234",".279","0.667","3",".245",".288",".313","70.7","87.4",38.9,8.6,9.3,5.6,37.7,"99.207987625","93.644913774",27.6,52.1,"4.8","25.1"
"Kepler, Max",596146,2024,31,399,20.1,5.5,".253",".302","0.682","3",".247",".298",".301","71.4","88.9",35.4,6.2,7.2,2.7,36.8,"99.569991319","93.867541875",24.4,52.3,"4.42","26.8"
"Allen, Nick",669397,2024,25,105,19,4.8,".175",".216","0.463","0",".202",".207",".220","65","84.4",25,1.3,0,10,17.5,"93.887057838","90.966985405",18.8,49.4,"4.38","27.6"
"Williams, Alika",675961,2024,25,96,22.9,3.1,".207",".242","0.541","0",".226",".237",".251","69.6","87.2",38.6,4.3,2.9,11.4,27.1,"96.808036364","92.542401077",23.1,51.5,"4.43","28.0"
"Adrianza, Ehire",501303,2024,34,28,39.3,7.1,".192",".250","0.596","1",".176",".262",".236","66.2","88.4",46.7,6.7,20,6.7,33.3,"96.9261025","93.154479333",35.4,40.7,,"26.6"
"Loperfido, Joey",694388,2024,25,262,36.3,5,".214",".264","0.614","3",".204",".268",".254","72.9","88.3",40.7,4,5.3,3.3,34.7,"97.968544189","93.030415608",35.4,52.4,"4.32","28.8"
"Maldonado, Martín",455117,2024,37,147,34.7,5.4,".119",".174","0.404","5",".160",".181",".222","70.9","88",29.9,8,4.6,8,35.6,"98.499170952","93.412792619",36.1,49.3,,"23.1"
"Hampson, Garrett",641658,2024,29,231,25.5,6.1,".230",".275","0.575","3",".206",".255",".244","69.1","86",31.6,4.4,5.7,7.6,30.4,"96.882247895","92.472205166",22.9,47.6,"4.22","29.8"
"Grisham, Trent",663757,2024,27,209,27.3,10.5,".190",".290","0.675","5",".203",".295",".305","70.4","90.6",25.6,12,7.2,6.4,46.4,"100.360050339","94.648811864",23.3,37.2,"4.57","26.9"
"Reyes, Pablo",622569,2024,30,64,29.7,4.7,".183",".234","0.451","1",".211",".207",".251","69.2","88",31.7,4.9,0,4.9,31.7,"98.01069381","93.163830732",19.8,42.1,"4.56","27.3"
"Freeman, Tyler",671289,2024,25,383,13.8,7.3,".209",".305","0.626","15",".236",".283",".302","71.7","87.7",30.7,3.2,6.7,7.8,34.6,"98.573015071","93.423975986",16.4,46.9,"4.49","28.2"
"Outman, James",681546,2024,27,156,35.3,10.3,".147",".256","0.521","0",".198",".242",".282","73.2","87.6",38.3,4.9,11.1,7.4,38.3,"100.237923902","94.412729136",37.1,47.6,"4.27","28.8"
"Cameron, Daz",663662,2024,27,186,27.4,7,".200",".258","0.587","3",".222",".258",".282","72.9","91.6",36.4,8.3,6.6,2.5,48.8,"101.2654245","95.191277667",28.3,49,"4.48","28.4"
"Garcia, Maikel",672580,2024,24,626,16.5,6.7,".231",".281","0.613","7",".260",".270",".300","70.8","90.4",34.1,3.7,4.8,2.9,42.8,"100.050927426","94.39492241",15.7,43.4,"4.44","27.9"
"Haggerty, Sam",664059,2024,30,16,25,6.3,".067",".125","0.192","0",".169",".098",".195","70.1","84.3",27.3,0,0,9.1,18.2,"95.088311667","92.426815455",28.6,47.5,,"27.8"
"Fraley, Jake",641584,2024,29,382,18.3,6.8,".277",".330","0.716","6",".245",".314",".285","71.8","84.3",34.6,3.2,3.5,6.4,24.7,"95.677326241","91.891008399",21.3,57.9,"4.2","28.3"
"Edwards, Xavier",669364,2024,24,303,17.2,10.9,".328",".397","0.820","0",".252",".359",".296","64.5","86.1",37.6,1.8,3.7,6.4,24.3,"95.052217333","91.536547476",16.9,47.5,"4.14","28.4"
"Maile, Luke",571912,2024,33,154,33.8,8.4,".178",".268","0.520","4",".177",".241",".241","67.7","84.7",37.6,3.5,4.7,7.1,24.7,"95.22202881","91.660711687",28.8,45.2,"4.72","25.5"
"Miranda, Jose",669304,2024,26,429,15.4,4.2,".284",".322","0.763","13",".259",".328",".306","71","88.9",33.9,5.9,7.7,3.2,38.9,"99.359747765","93.786600855",22.5,52.3,"4.72","25.9"
"Melendez Jr., MJ",669004,2024,25,451,25.1,7.8,".206",".273","0.673","3",".239",".292",".317","72.8","91.1",29.1,8.4,9,1.7,45.2,"101.49620396","95.196771409",29.5,52.5,"4.2","27.8"
"Jones, Jahmai",663330,2024,26,47,34,4.3,".238",".304","0.685","0",".192",".302",".263","73","85.2",29.6,7.4,7.4,14.8,40.7,"100.023084615","94.240694615",30.9,44.7,,"27.6"
"Frelick, Sal",686217,2024,24,524,14.9,7.4,".259",".320","0.655","8",".246",".292",".278","66.3","83.4",30,0.8,3.5,8.5,19.5,"94.439757846","91.272403907",12.9,41.5,"4.12","29.3"
"Schwarber, Kyle",656941,2024,31,692,28.5,15.3,".248",".366","0.851","6",".256",".366",".380","77.5","93.6",31.8,15.6,7.3,2.6,55.5,"105.154527813","97.529843438",32,39.9,"4.56","25.8"
"Ahmed, Nick",605113,2024,34,228,22.4,4.8,".229",".267","0.562","6",".226",".248",".259","67.9","84.9",29.7,3,6.1,9.7,23,"95.399118608","91.729839045",26,54.8,"4.43","27.7"
"Villar, David",681584,2024,27,37,35.1,2.7,".257",".270","0.727","0",".224",".305",".319","68.4","91.3",34.8,13,13,4.3,52.2,"101.43758","95.457414783",34.4,44.9,,"26.2"
"Shenton, Austin",668853,2024,26,50,28,16,".214",".340","0.745","1",".200",".330",".288","68.9","83.9",50,3.6,7.1,7.1,25,"94.712728571","91.462829286",35.7,39.6,,"25.2"
"Blanco, Dairon",680118,2024,31,132,24.2,6.1,".258",".308","0.700","2",".212",".306",".279","74.1","89",26.7,7.8,10,12.2,37.8,"99.654640732","94.051881852",32.9,52.3,"4.12","29.6"
"Baty, Brett",683146,2024,24,171,24.6,9.4,".229",".306","0.633","3",".211",".282",".282","73.5","86.6",27.7,5.4,6.3,7.1,33,"99.354530364","93.683074727",26.2,50.9,"4.4","26.9"
"Alvarez, Armando",669137,2024,29,39,20.5,5.1,".243",".282","0.552","1",".266",".248",".286","68.4","80.8",31,0,6.9,10.3,10.3,"91.562644","90.201070345",18.8,46,,"27.7"
"Jiménez, Eloy",650391,2024,27,349,20.1,6.3,".238",".289","0.625","13",".248",".276",".300","73.9","92",25.1,7.8,3.9,2.7,49,"103.179997795","96.165143031",26.2,50.3,"4.8","25.2"
"Profar, Jurickson",595777,2024,31,668,15.1,11.4,".280",".380","0.839","14",".282",".365",".364","71.7","91.1",31.3,7.2,4.9,3.8,44.4,"100.952441293","94.862553707",17,45.6,"4.42","26.5"
"Encarnacion, Jerar",666464,2024,26,119,28.6,4.2,".248",".277","0.702","0",".275",".301",".348","77","95",37.5,15,11.3,1.3,58.8,"105.57868275","97.868597468",28.7,48.4,"4.56","26.9"
"Smith, Pavin",656976,2024,28,158,19.6,11.4,".270",".348","0.895","4",".293",".377",".395","73","90.2",34.9,14.7,2.8,4.6,44,"101.669639091","95.421898349",21.5,38.4,"4.59","26.4"
"Bae, Ji Hwan",678225,2024,24,81,29.6,7.4,".189",".247","0.463","0",".217",".213",".274","69.1","87.3",31.4,11.8,2,13.7,37.3,"99.197498333","93.917488511",31.8,48.2,"4.06","29.0"
"Story, Trevor",596115,2024,31,106,31.1,10.4,".255",".340","0.734","2",".193",".318",".255","68.8","86.1",37.7,6.6,3.3,3.3,29.5,"96.376017419","92.31155377",30.3,52.3,"4.36","28.1"
"Remillard, Zach",621545,2024,30,39,25.6,12.8,".242",".342","0.675","1",".228",".305",".302","67.9","86.9",25,4.2,0,12.5,29.2,"96.748755455","92.684641905",19.3,37.7,,"28.0"
"France, Ty",664034,2024,29,535,21.3,7.1,".234",".305","0.670","16",".228",".296",".303","71","88.7",30.5,7.3,6.2,4.3,40,"99.663679892","94.004650595",24.2,51.2,"4.86","25.1"
"Riley, Austin",663586,2024,27,469,25.2,7.9,".256",".322","0.783","6",".267",".338",".361","75.2","93.3",37.2,14.9,8.4,1.3,53.4,"103.77151961","96.882758664",27.5,50.1,"4.51","27.9"
"Langeliers, Shea",669127,2024,26,534,27.2,7.7,".224",".288","0.738","15",".241",".315",".328","74.1","91.3",35.3,12.8,5.2,2.9,44,"102.05460686","95.451719446",29.2,49.5,"4.58","27.8"
"Taveras, Leody",665750,2024,25,529,21.2,7.9,".229",".289","0.641","8",".240",".282",".295","71.3","89",31.5,5.9,5.3,2.9,35.5,"99.173170874","93.650113205",26.2,48.8,"4.31","28.5"
"Wiemer Jr., Joey",686894,2024,25,28,32.1,7.1,".154",".214","0.368","0",".182",".175",".243","72.1","82.8",23.5,5.9,5.9,0,23.5,"92.220407778","91.229527647",29.8,43.1,,"28.6"
"Peña, Jeremy",665161,2024,26,650,17.1,3.8,".266",".308","0.702","15",".263",".305",".310","72.6","88.2",29.2,5.4,5.4,3.8,38.8,"99.323506707","93.74168435",24.9,54.2,"4.22","29.8"
"Kessinger, Grae",666197,2024,26,25,28,12,".000",".160","0.160","1",".116",".112",".226","69.4","85.1",21.4,0,14.3,7.1,21.4,"94.793235714","91.832112143",36.5,45.2,,"26.3"
"Whitcomb, Shay",694376,2024,25,46,17.4,10.9,".220",".304","0.597","1",".278",".272",".342","70.4","88.8",39.4,6.1,6.1,3,42.4,"100.123744706","94.308613636",17.9,46.4,,"27.4"
"Taylor, Tyrone",621438,2024,30,345,23.2,5.5,".248",".299","0.700","4",".249",".304",".301","70.5","87.3",34.9,7.1,7.5,7.5,35.3,"99.355167983","93.783487975",22.2,49.4,"4.41","28.9"
"Muncy, Max",571970,2024,33,293,26.3,15.4,".232",".358","0.852","1",".229",".362",".349","71.3","90.2",32.5,10.8,11.4,2.4,43.4,"100.775015181","94.752278735",31,40.6,"4.47","26.9"
"Domínguez, Jasson",691176,2024,21,67,28.4,16.4,".179",".313","0.617","0",".201",".285",".305","75.4","89.4",24.3,10.8,2.7,2.7,45.9,"103.168163158","95.789056757",23.4,49.3,,"27.8"
"Correa, Carlos",621043,2024,29,367,16.6,10.9,".310",".388","0.905","5",".278",".385",".358","74.5","90.3",34.4,9.2,7.6,1.9,44.7,"102.536128244","95.462669198",20.4,44.6,"4.6","26.8"
"Mitchell, Garrett",669003,2024,25,224,31.7,11.2,".255",".342","0.811","1",".232",".351",".312","75.7","88.8",34.6,8.7,6.3,7.1,37,"100.952074833","94.510744",34.8,44.4,"4.1","29.5"
"Noel, Jhonkensy",678877,2024,22,198,31.8,6.6,".218",".288","0.774","1",".218",".331",".323","78.1","88.6",30.8,14.5,4.3,1.7,36.8,"100.792552542","94.452483077",34.2,54.1,"4.46","28.1"
"Call, Alex",669743,2024,29,113,16.8,10.6,".343",".425","0.950","2",".245",".412",".317","67.7","88",28.7,5,6.3,0,32.5,"97.21422775","92.66518325",18.8,43.2,"4.32","28.0"
"Conine, Griffin",665052,2024,26,89,31.5,6.7,".268",".326","0.777","1",".219",".337",".289","73","89.1",29.6,7.4,9.3,1.9,40.7,"100.963877308","94.724784038",28.4,52.7,"4.34","27.5"
"Del Castillo, Adrian",680728,2024,24,87,32.2,8,".313",".368","0.893","1",".215",".384",".293","72.4","87.6",36.5,11.5,3.8,3.8,34.6,"97.887696538","93.052993333",31.1,49.7,,"25.5"
"Contreras, William",661388,2024,26,679,20.5,11.5,".281",".365","0.831","19",".269",".359",".358","74.7","92.8",29,10,7.8,2,49.5,"103.875480043","96.642602527",27.8,47.4,"4.52","26.4"
"Burger, Jake",669394,2024,28,579,25.9,5.4,".250",".301","0.761","11",".256",".325",".338","74.7","91.3",32.4,12.3,7.7,3.6,46.8,"103.619986856","96.171144407",30.1,52.4,"4.42","27.9"
"McKinstry, Zach",656716,2024,29,325,21.2,7.4,".215",".277","0.614","3",".238",".270",".294","67.2","88",37.8,4.3,7.8,3.9,32.6,"97.327044","92.860583362",22.1,47.7,"4.26","28.4"
"Urías, Ramón",602104,2024,30,301,18.3,7.6,".254",".322","0.745","0",".248",".325",".328","70.5","88.3",32.6,8.7,5.5,3.2,38.5,"98.830197431","93.627220321",26.8,49.6,"4.65","26.9"
"Turang, Brice",668930,2024,24,619,17,8.1,".254",".316","0.665","8",".261",".294",".297","66.2","87",32,2.4,2.6,7.4,29.7,"96.869333063","92.521821874",13.8,47.7,"4.19","29.3"
"Gasper, Mickey",681508,2024,28,23,34.8,17.4,".000",".217","0.217","1",".210",".151",".315","70.4","90.7",40,0,0,10,40,"99.949156","94.503269",21.4,30.4,,"27.0"
"Meyers, Jake",676694,2024,28,513,22.8,6.8,".219",".286","0.646","17",".235",".285",".304","68.6","88.2",34.8,6.8,8.3,5.7,37,"99.317270058","93.726741906",27,49.1,"4.36","28.9"
"Kirilloff, Alex",666135,2024,26,178,26.4,8.4,".201",".270","0.654","5",".218",".282",".310","72.4","91.3",27,11.3,9.6,0.9,40.9,"100.310300172","94.70393913",30.9,49.2,"4.53","26.8"
"Johnson, Bryce",669369,2024,28,73,16.4,9.6,".206",".286","0.524","1",".258",".243",".291","67.1","86.1",37,0,0,20.4,24.1,"95.470755652","91.923185778",18.3,49.8,,"28.1"
"Stanton, Giancarlo",519317,2024,34,459,31.2,8.3,".233",".298","0.773","17",".249",".330",".352","81.3","94.6",34.8,20.7,6.5,4,55.3,"108.185328759","99.180033333",34.4,46.8,"5.06","24.6"
"Soto, Juan",665742,2024,25,713,16.7,18.1,".288",".419","0.988","10",".316",".421",".462","75.5","94.2",35.4,19.7,6.3,4.1,57,"105.650123728","97.994705143",21.5,37.2,"4.36","26.8"
"Zavala, Seby",664874,2024,30,43,37.2,7,".154",".214","0.496","2",".178",".221",".257","68.6","90.5",41.7,4.2,25,4.2,41.7,"99.439761667","94.559434783",36.9,49.1,,"26.0"
"McKinney, Billy",641856,2024,29,28,46.4,7.1,".200",".286","0.526","1",".162",".246",".226","68.6","86",33.3,8.3,0,8.3,33.3,"95.970281667","92.000331667",48.1,47.4,,"27.1"
"Joe, Connor",656582,2024,31,416,21.9,10.6,".228",".320","0.688","7",".206",".305",".277","72.1","85.3",30.9,4.7,3.3,5.5,32.7,"97.939201314","92.982890511",25.7,43.1,"4.56","26.9"
"Winker, Jesse",608385,2024,30,508,20.9,12.4,".253",".360","0.765","12",".245",".338",".329","69.6","88.6",30.1,7.6,3.3,3.6,37.4,"98.91091179","93.570274815",19.6,43.2,"4.62","26.1"
"Ramos, Bryan",682868,2024,22,108,20.4,6.5,".202",".252","0.585","3",".231",".257",".282","72","90.1",35.9,6.4,6.4,1.3,46.2,"100.595616667","94.750177179",29,43.8,"4.33","28.7"
"Lee, Korey",686676,2024,25,394,31,4.3,".210",".244","0.591","12",".212",".257",".256","71.4","88.3",34.1,7.5,4.7,5.9,37.6,"99.5141412","93.7992936",37.1,58.9,"4.58","27.6"
"Rodriguez, Johnathan",671286,2024,24,40,35,22.5,".129",".325","0.486","1",".134",".253",".257","76.2","91.3",11.8,0,0,5.9,47.1,"102.62447","96.220577647",40.5,45.1,,"26.8"
"Schmitt, Casey",669477,2024,25,113,22.1,3.5,".252",".283","0.760","2",".244",".323",".306","71.6","89.2",31.3,8.4,7.2,1.2,36.1,"99.223205238","93.803955783",25,52.4,"4.55","28.0"
"García, Adolis",666969,2024,31,637,27.8,7.1,".224",".284","0.684","12",".227",".296",".306","72","91",33.7,12.5,6.6,2.4,48.2,"101.827676765","95.435631691",34.3,52.1,"4.47","26.8"
"Cruz, Oneil",665833,2024,25,599,30.2,8.5,".259",".324","0.773","8",".263",".331",".340","78.6","95.5",32.1,15.7,4.7,1.9,54.9,"107.199352928","98.547881492",34.1,46.3,"4.26","28.8"
"Steer, Spencer",668715,2024,26,656,20.9,11,".225",".319","0.721","5",".235",".316",".315","71.6","88",34.2,6.4,7.7,5.5,39.9,"99.163434247","93.708755492",23.1,44.5,"4.44","28.2"
"Casali, Curt",592200,2024,35,125,17.6,10.4,".194",".293","0.543","3",".206",".254",".265","66.8","83",34.1,1.1,3.4,8,17,"92.639693256","90.480278353",19.4,43.3,"5.03","24.4"
"Wilson Jr., Jacob",805779,2024,22,103,9.7,7.8,".250",".314","0.629","4",".266",".281",".287","63.5","85.4",26.2,0,0,4.8,19,"94.500835238","91.295347952",12.7,49.6,"4.52","27.2"
"Kiner-Falefa, Isiah",643396,2024,29,496,15.7,3.2,".269",".306","0.682","12",".251",".299",".283","67","86.1",31.6,2.3,5.1,6.6,29.7,"96.695719581","92.34866123",14.8,46.1,"4.35","27.8"
"Keirsey Jr., DaShawn",680577,2024,27,14,7.1,0,".154",".214","0.599","0",".244",".261",".318","69.1","84.7",50,16.7,8.3,0,33.3,"95.719483333","92.324033333",26.9,52,,"26.9"
"Lux, Gavin",666158,2024,26,487,22.6,9,".251",".320","0.703","8",".259",".310",".318","71.3","88.3",35,6,7.3,3.3,41.1,"98.995997212","93.691033374",23.3,45.1,"4.28","27.7"
"Martínez, J.P.",679881,2024,28,10,40,0,".200",".200","0.500","0",".102",".214",".094","70","83.7",16.7,0,0,0,16.7,"92.955433333","90.477716667",34.6,61.9,,"26.1"
"Kim, Ha-Seong",673490,2024,28,470,16.4,12.3,".233",".330","0.700","8",".245",".308",".313","69","87.9",36.6,4.8,4.8,7.2,35.4,"98.621780994","93.412597329",16.1,38,"4.36","28.3"
"McCutchen, Andrew",457705,2024,37,515,25.8,11.3,".232",".328","0.739","9",".227",".325",".327","72.7","88.5",31.9,12,5.7,3.5,36.9,"99.424962893","93.831123091",28.9,42,"4.57","26.8"
"Bader, Harrison",664056,2024,30,437,21.7,4.8,".236",".284","0.657","6",".242",".285",".294","71.1","87.2",33.9,6.4,4.5,4.5,35.5,"98.685690255","93.420801022",24.5,46.6,"4.36","28.2"
"India, Jonathan",663697,2024,27,637,19.6,12.6,".248",".357","0.749","16",".266",".333",".352","71.7","87.2",39.3,7.7,5.8,4.6,36.5,"98.90319256","93.547150797",19.2,38.3,"4.4","28.0"
"Carroll, Corbin",682998,2024,23,684,19,10.7,".231",".322","0.750","3",".241",".325",".324","73.7","89.3",27.8,7.2,7,4,40.8,"101.055665665","94.755672366",20.3,41.4,"4.09","29.6"
"McMahon, Ryan",641857,2024,29,645,28.7,10.7,".242",".325","0.722","9",".243",".315",".325","72.5","92.1",36.5,10.9,7,2.3,49.7,"102.62988712","96.057260524",30,46.9,"4.66","25.9"
"Dunn, Oliver",686554,2024,26,104,38.5,5.8,".221",".282","0.598","1",".207",".266",".263","75.2","89.1",33.9,5.4,10.7,8.9,46.4,"100.995258519","94.782023333",36.2,44.3,"4.24","29.1"
"Bart, Joey",663698,2024,27,282,25.9,7.8,".265",".337","0.799","8",".247",".347",".330","74.8","88.1",32.6,9.4,3.3,4.4,38.7,"100.959040333","94.605861732",26.2,43.7,"4.61","27.0"
"Kjerstad, Heston",677008,2024,25,114,28.9,8.8,".253",".351","0.745","0",".217",".327",".297","70.9","90.2",28.8,6.1,7.6,4.5,43.9,"100.595502727","94.562960909",31.1,55.6,"4.34","28.5"
"Valdez, Enmanuel",665839,2024,25,223,23.8,7.6,".214",".270","0.633","4",".234",".275",".304","70.4","89.4",32,9.2,5.9,2,41.8,"99.9120656","94.1331724",22.1,43.9,"4.56","26.2"
"Espinal, Santiago",669289,2024,29,391,13.8,6.1,".246",".295","0.651","7",".258",".285",".288","66.5","85.9",35,1.9,4.2,3.9,24.1,"94.957566883","91.492088339",14.8,49,"4.42","27.3"
"Gonzales, Nick",693304,2024,25,387,19.1,4.7,".270",".311","0.709","8",".270",".307",".317","71.1","87.9",34.1,7.9,4.5,4.5,36.9,"98.826293958","93.505191185",24.9,56.2,"4.27","29.2"
"Vierling, Matt",663837,2024,27,567,21.3,7.2,".257",".312","0.735","9",".256",".317",".309","71.1","89.8",34.1,7.5,5.5,3.5,40.9,"100.235830606","94.344722247",19.5,42.8,"4.43","28.8"
"Díaz, Elias",553869,2024,33,351,19.7,5.7,".265",".313","0.695","15",".242",".303",".280","73.9","87.1",31,4.7,4.3,4.7,34.5,"99.032119063","93.543152344",27.8,53.8,"4.84","24.4"
"Ozuna, Marcell",542303,2024,33,688,24.7,10.8,".302",".378","0.924","23",".286",".395",".402","74","92.1",40.5,15.5,11.4,3.4,53.4,"103.338991136","96.489686128",31.4,46.8,"4.84","25.7"
"Fermin, Freddy",666023,2024,29,368,17.9,6.3,".271",".319","0.685","10",".244",".300",".279","70.8","88.2",29.2,3.2,4,5.8,33.9,"97.931397537","93.085600262",23,51,"4.65","26.6"
"Schunk, Aaron",668845,2024,26,98,31.6,4.1,".234",".265","0.595","0",".205",".257",".236","68.8","85.3",39.7,4.8,4.8,6.3,31.7,"95.868961613","91.961485484",27.6,58.5,"4.41","28.1"
"Saggese, Thomas",695336,2024,22,52,26.9,3.8,".204",".250","0.556","0",".202",".247",".248","70.2","85.7",45.7,2.9,5.7,11.4,25.7,"96.543968333","92.411291143",22.5,54,,"27.9"
"Herrera, Jose",645444,2024,27,114,23.7,7.9,".227",".290","0.610","1",".214",".271",".250","66.5","84.5",34.6,0,7.7,12.8,23.1,"95.176804857","91.592607714",24.2,41.3,,"25.0"
"Hensley, David",682073,2024,28,58,29.3,10.3,".212",".293","0.581","0",".153",".265",".218","70.6","84",20,2.9,2.9,5.7,25.7,"97.159687059","92.593416176",32.1,33.6,"4.41","27.6"
"Judge, Aaron",592450,2024,32,704,24.3,18.9,".322",".458","1.159","22",".310",".476",".479","77.2","96.2",40.8,26.9,8.5,1.3,61,"107.20043567","99.103701521",30.7,42,"4.76","26.8"
"Noda, Ryan",676116,2024,28,111,33.3,12.6,".137",".255","0.466","0",".158",".223",".250","72.3","86.2",23.7,5.1,10.2,10.2,33.9,"98.772266786","93.479950357",33.8,42.1,"4.45","27.0"
"Bauers, Jake",641343,2024,28,346,34.1,11.3,".199",".301","0.662","0",".201",".294",".302","73.8","89.4",38.6,10.3,9.2,6,42.9,"99.96682033","94.377085138",29.1,45.8,"4.43","27.2"
"Sánchez, Gary",596142,2024,31,280,27.1,9.6,".220",".307","0.699","9",".219",".307",".309","73.1","90",31.4,10.5,7.6,2.9,44.2,"101.892350698","95.129594012",30.4,40.7,"4.78","24.8"
"Arraez, Luis",650333,2024,27,672,4.3,3.6,".314",".346","0.738","18",".310",".323",".325","63.2","86.3",40.9,1.6,3.8,3.9,23.7,"94.838000362","91.449624457",6.9,49.8,"4.47","26.7"
"Henderson, Gunnar",683002,2024,23,719,22.1,10.8,".281",".364","0.893","2",".283",".381",".374","76.3","92.8",34.5,11.2,8.6,3.2,53.9,"104.002332911","96.835723291",24.4,44.2,"4.22","28.9"
"Jung, Josh",673962,2024,26,188,25.5,4.3,".264",".298","0.719","1",".241",".311",".292","72","86.2",38.2,9.9,4.6,7.6,39.7,"97.932886515","93.114510916",31.9,51.9,"4.57","27.3"
"Mendick, Danny",664901,2024,30,141,24.8,4.3,".197",".243","0.561","3",".206",".247",".256","66.9","83.8",31.6,6.1,5.1,9.2,22.4,"94.586655625","91.425542526",28.7,47.8,"4.61","26.5"
